customer_id,last_purchase_date,first_purchase_date,total_transactions,total_spend,avg_order_value,active_months,quantity_total,discount_usage_rate,days_since_last_purchase,customer_lifespan_days,churn_label,clv_proxy,transactions_last_90_days,spend_last_90_days,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C0066,2025-12-27,2025-02-12,7,14916.5,2130.9285714285716,4,10,13.571428571428571,4,318,0,4972.17,3.0,4807.37,4,7,14916.5,4,1,2,412,Low-Engagement
C0067,2025-12-24,2025-03-23,19,102281.67,5383.245789473684,8,41,11.842105263157896,7,276,0,68187.78,10.0,45132.96,7,19,102281.67,4,4,4,444,High-Value
C0068,2025-12-17,2025-04-22,13,22914.37,1762.643846153846,7,21,15.384615384615385,14,239,0,13366.72,5.0,9205.91,14,13,22914.37,3,3,2,332,Repeat
C0069,2025-12-30,2025-04-11,18,109034.97,6057.498333333333,8,33,11.38888888888889,1,263,0,72689.98,2.0,15359.380000000001,1,18,109034.97,4,4,4,444,High-Value
C0070,2025-12-26,2025-05-01,7,16709.07,2387.0099999999998,4,9,15.0,5,239,0,5569.69,1.0,1922.66,5,7,16709.07,4,1,2,412,Low-Engagement
C0071,2025-12-17,2025-04-21,8,10159.73,1269.96625,5,11,11.875,14,240,0,4233.22,5.0,4187.28,14,8,10159.73,3,2,1,321,Repeat
C0072,2025-12-10,2025-01-09,21,58449.56,2783.312380952381,10,37,12.857142857142858,21,335,0,48707.97,8.0,14374.25,21,21,58449.56,2,4,4,244,Low-Engagement
C0073,2025-12-14,2025-03-29,20,117895.19,5894.7595,9,39,10.75,17,260,0,88421.39,5.0,31203.22,17,20,117895.19,3,4,4,344,High-Value
C0074,2025-12-06,2025-03-03,10,20179.4,2017.94,7,16,11.0,25,278,0,11771.32,1.0,3655.14,25,10,20179.4,2,2,2,222,At-Risk
C0075,2025-12-03,2025-03-24,10,14617.619999999999,1461.762,8,16,12.5,28,254,0,9745.08,3.0,5968.0,28,10,14617.62,2,2,2,222,At-Risk
C0076,2025-12-21,2025-04-12,14,23184.12,1656.0085714285713,9,25,14.285714285714286,10,253,0,17388.09,5.0,8555.12,10,14,23184.12,3,3,2,332,Repeat
C0077,2025-12-25,2025-03-17,12,16622.87,1385.2391666666665,7,17,12.5,6,283,0,9696.67,3.0,3863.17,6,12,16622.87,4,3,2,432,Repeat
C0078,2025-12-29,2025-01-20,22,120312.03,5468.728636363637,11,46,10.227272727272727,2,343,0,110286.03,6.0,35491.23,2,22,120312.03,4,4,4,444,High-Value
C0079,2025-12-20,2025-01-19,15,43720.56,2914.7039999999997,10,24,7.0,11,335,0,36433.8,2.0,6583.24,11,15,43720.56,3,3,3,333,High-Value
C0080,2025-12-18,2025-04-25,16,74211.29,4638.205625,8,35,7.1875,13,237,0,49474.19,2.0,10683.14,13,16,74211.29,3,3,4,334,High-Value
C0081,2025-11-05,2025-04-02,7,12283.14,1754.7342857142855,6,13,14.285714285714286,56,217,0,6141.57,1.0,1832.35,56,7,12283.14,1,1,1,111,At-Risk
C0082,2025-12-05,2025-03-14,10,15007.07,1500.7069999999999,9,20,13.5,26,266,0,11255.3,3.0,6475.87,26,10,15007.07,2,2,2,222,At-Risk
C0083,2025-11-16,2025-05-11,15,41020.99,2734.7326666666663,6,28,10.0,45,189,0,20510.5,4.0,10720.699999999999,45,15,41020.99,1,3,3,133,Low-Engagement
C0084,2025-12-31,2025-02-06,23,119642.44,5201.845217391305,10,52,8.043478260869565,0,328,0,99702.03,7.0,36626.21,0,23,119642.44,4,4,4,444,High-Value
C0085,2025-12-21,2025-03-29,15,50703.03,3380.2019999999998,8,29,11.0,10,267,0,33802.02,5.0,16780.91,10,15,50703.03,3,3,3,333,High-Value
C0086,2025-12-13,2025-03-26,16,41073.94,2567.12125,8,26,10.3125,18,262,0,27382.63,10.0,26680.59,18,16,41073.94,3,4,3,343,High-Value
C0087,2025-12-27,2025-05-07,5,9764.34,1952.868,5,8,12.0,4,234,0,4068.48,1.0,2882.7,4,5,9764.34,4,1,1,411,Low-Engagement
C0088,2025-10-20,2025-05-06,6,12703.93,2117.3216666666667,4,9,12.5,72,167,0,4234.64,1.0,1474.34,72,6,12703.93,1,1,1,111,At-Risk
C0089,2025-09-24,2025-04-18,7,9379.25,1339.892857142857,3,15,12.142857142857142,98,159,1,2344.81,0.0,0.0,98,7,9379.25,1,2,1,121,At-Risk
C0090,2025-12-29,2025-03-12,19,61442.4,3233.8105263157895,8,27,10.263157894736842,2,292,0,40961.6,9.0,25370.68,2,19,61442.4,4,4,4,444,High-Value
C0091,2025-12-22,2025-03-05,29,174696.45,6024.01551724138,10,62,9.310344827586206,9,292,0,145580.38,12.0,72410.37,9,29,174696.45,3,4,4,344,High-Value
C0092,2025-12-06,2025-04-23,7,9844.82,1406.402857142857,5,11,17.142857142857142,25,227,0,4102.01,2.0,2552.65,25,7,9844.82,2,1,1,211,At-Risk
C0093,2025-10-18,2025-04-13,10,16599.8,1659.98,6,17,11.0,74,188,0,8299.9,2.0,2912.38,74,10,16599.8,1,2,2,122,At-Risk
C0094,2025-10-30,2025-03-15,8,16895.78,2111.9725,5,13,9.375,62,229,0,7039.91,2.0,3468.9399999999996,62,8,16895.78,1,2,2,122,At-Risk
C0095,2025-12-23,2025-03-14,4,6363.89,1590.9725,4,7,5.0,8,284,0,2121.3,2.0,4143.110000000001,8,4,6363.89,3,1,1,311,Low-Engagement
C0096,2025-11-28,2025-06-15,9,30093.239999999998,3343.693333333333,5,18,11.666666666666666,33,166,0,12538.85,3.0,8213.68,33,9,30093.24,2,2,3,223,Low-Engagement
C0097,2025-08-22,2025-01-20,11,20047.03,1822.4572727272725,8,18,13.636363636363637,131,214,1,13364.69,0.0,0.0,131,11,20047.03,1,3,2,132,Low-Engagement
C0098,2025-11-12,2025-03-06,14,38243.75,2731.6964285714284,6,24,8.571428571428571,49,251,0,19121.88,6.0,11373.66,49,14,38243.75,1,3,3,133,Low-Engagement
C0099,2025-12-30,2025-05-26,23,130052.79,5654.4691304347825,8,54,11.08695652173913,1,218,0,86701.86,12.0,56598.79,1,23,130052.79,4,4,4,444,High-Value
C0100,2025-12-31,2025-06-06,19,104209.94,5484.733684210526,6,41,7.368421052631579,0,208,0,52104.97,10.0,55172.520000000004,0,19,104209.94,4,4,4,444,High-Value
C0101,2025-12-30,2025-04-17,23,124525.08,5414.133913043478,9,57,8.478260869565217,1,257,0,93393.81,9.0,54750.06,1,23,124525.08,4,4,4,444,High-Value
C0102,2025-12-01,2025-02-19,8,15230.14,1903.7675,7,14,13.75,30,285,0,8884.25,2.0,1967.33,30,8,15230.14,2,2,2,222,At-Risk
C0103,2025-11-13,2025-03-29,14,40726.590000000004,2909.042142857143,8,22,10.0,48,229,0,27151.06,2.0,6391.92,48,14,40726.59,1,3,3,133,Low-Engagement
C0104,2025-12-03,2025-05-07,9,14656.619999999999,1628.5133333333333,6,18,20.555555555555557,28,210,0,7328.31,3.0,5204.44,28,9,14656.62,2,2,2,222,At-Risk
C0105,2025-11-13,2025-02-10,8,18512.260000000002,2314.0325000000003,5,13,12.5,48,276,0,7713.44,1.0,2294.49,48,8,18512.26,1,2,2,122,At-Risk
C0106,2025-11-13,2025-01-25,17,58014.79,3412.634705882353,10,33,12.058823529411764,48,292,0,48345.66,4.0,16615.56,48,17,58014.79,1,4,4,144,Low-Engagement
C0107,2025-12-28,2025-04-10,12,26717.59,2226.465833333333,7,25,7.083333333333333,3,262,0,15585.26,3.0,6331.72,3,12,26717.59,4,3,3,433,High-Value
C0108,2025-12-05,2025-04-03,4,6074.99,1518.7475,4,6,8.75,26,246,0,2025.0,2.0,3408.69,26,4,6074.99,2,1,1,211,At-Risk
C0109,2025-12-24,2025-05-12,14,42568.75,3040.625,6,25,11.071428571428571,7,226,0,21284.38,8.0,26580.8,7,14,42568.75,4,3,3,433,High-Value
C0110,2025-12-24,2025-03-04,20,103809.38,5190.469,6,44,7.5,7,295,0,51904.69,6.0,32136.66,7,20,103809.38,4,4,4,444,High-Value
C0111,2025-12-25,2025-03-26,18,54050.04,3002.78,9,30,11.38888888888889,6,274,0,40537.53,9.0,30453.7,6,18,54050.04,4,4,4,444,High-Value
C0112,2025-12-17,2025-02-08,21,118133.44,5625.401904761905,11,45,10.952380952380953,14,312,0,108288.99,6.0,33335.87,14,21,118133.44,3,4,4,344,High-Value
C0113,2025-12-26,2025-04-23,11,18216.65,1656.059090909091,8,18,15.454545454545455,5,247,0,12144.43,2.0,3242.94,5,11,18216.65,4,3,2,432,Repeat
C0114,2025-12-09,2025-05-04,17,33282.83,1957.8135294117649,6,29,13.823529411764707,22,219,0,16641.42,4.0,5134.52,22,17,33282.83,2,4,3,243,Low-Engagement
C0115,2025-12-13,2025-04-27,9,16040.539999999999,1782.2822222222221,6,14,12.222222222222221,18,230,0,8020.27,3.0,4609.53,18,9,16040.54,3,2,2,322,Repeat
C0116,2025-10-15,2025-05-14,5,10717.79,2143.558,5,10,13.0,77,154,0,4465.75,1.0,2135.56,77,5,10717.79,1,1,1,111,At-Risk
C0117,2025-11-19,2025-01-21,10,18390.83,1839.083,7,20,11.5,42,302,0,10727.98,1.0,1845.0,42,10,18390.83,2,2,2,222,At-Risk
C0118,2025-12-28,2025-01-25,18,45911.97,2550.665,10,39,10.277777777777779,3,337,0,38259.98,7.0,18078.64,3,18,45911.97,4,4,3,443,High-Value
C0119,2025-12-28,2025-04-03,3,3508.46,1169.4866666666667,2,3,8.333333333333334,3,269,0,584.74,2.0,2406.6400000000003,3,3,3508.46,4,1,1,411,Low-Engagement
C0120,2025-11-23,2025-05-08,4,5258.7,1314.675,4,6,13.75,38,199,0,1752.9,1.0,1179.74,38,4,5258.7,2,1,1,211,At-Risk
C0121,2025-11-30,2025-04-04,9,16755.079999999998,1861.6755555555553,6,15,12.222222222222221,31,240,0,8377.54,2.0,4430.21,31,9,16755.08,2,2,2,222,At-Risk
C0122,2025-12-17,2025-03-11,8,19325.4,2415.675,5,11,13.125,14,281,0,8052.25,1.0,2482.0,14,8,19325.4,3,2,2,322,Repeat
C0123,2025-12-08,2025-01-25,14,42517.76,3036.9828571428575,10,20,12.857142857142858,23,317,0,35431.47,3.0,8477.63,23,14,42517.76,2,3,3,233,Low-Engagement
C0124,2025-11-18,2025-01-13,23,115551.06,5023.959130434782,10,50,9.565217391304348,43,309,0,96292.55,7.0,40598.37,43,23,115551.06,2,4,4,244,Low-Engagement
C0125,2025-11-28,2025-05-08,14,44354.1,3168.15,6,22,13.928571428571429,33,204,0,22177.05,4.0,14495.46,33,14,44354.1,2,3,3,233,Low-Engagement
C0126,2025-12-24,2025-03-18,11,32068.309999999998,2915.300909090909,6,20,11.363636363636363,7,281,0,16034.16,7.0,19912.8,7,11,32068.31,4,2,3,423,Repeat
C0127,2025-10-30,2025-04-22,13,22226.45,1709.7269230769232,6,23,16.153846153846153,62,191,0,11113.22,1.0,1565.67,62,13,22226.45,1,3,2,132,Low-Engagement
C0128,2025-12-01,2025-01-28,5,6514.1900000000005,1302.8380000000002,4,7,17.0,30,307,0,2171.4,1.0,1840.38,30,5,6514.19,2,1,1,211,At-Risk
C0129,2025-11-22,2025-02-05,26,149825.38,5762.514615384615,9,51,9.615384615384615,39,290,0,112369.04,5.0,31581.78,39,26,149825.38,2,4,4,244,Low-Engagement
C0130,2025-12-07,2025-06-28,5,6963.98,1392.7959999999998,4,8,17.0,24,162,0,2321.33,1.0,1092.44,24,5,6963.98,2,1,1,211,At-Risk
C0131,2025-12-28,2025-05-27,13,35805.92,2754.3015384615383,7,25,9.615384615384615,3,215,0,20886.79,5.0,8447.93,3,13,35805.92,4,3,3,433,High-Value
C0132,2025-12-21,2025-04-21,16,44645.31,2790.331875,7,33,11.5625,10,244,0,26043.1,5.0,12012.0,10,16,44645.31,3,4,3,343,High-Value
C0133,2025-12-27,2025-05-17,25,135500.69,5420.0276,8,57,9.6,4,224,0,90333.79,11.0,64183.67,4,25,135500.69,4,4,4,444,High-Value
C0134,2025-12-14,2025-03-22,11,31815.1,2892.281818181818,8,22,11.818181818181818,17,267,0,21210.07,5.0,14298.03,17,11,31815.1,3,2,3,323,Repeat
C0135,2025-12-24,2025-02-19,7,11981.18,1711.597142857143,5,13,14.285714285714286,7,308,0,4992.16,4.0,9185.82,7,7,11981.18,4,1,1,411,Low-Engagement
C0136,2025-11-16,2025-05-06,16,46530.27,2908.141875,6,28,10.3125,45,194,0,23265.14,2.0,4176.23,45,16,46530.27,1,4,3,143,Low-Engagement
C0137,2025-11-09,2025-05-05,7,10445.9,1492.2714285714285,5,10,8.571428571428571,52,188,0,4352.46,3.0,5482.32,52,7,10445.9,1,1,1,111,At-Risk
C0138,2025-11-19,2025-03-03,9,13721.16,1524.5733333333333,6,14,13.88888888888889,42,261,0,6860.58,2.0,3205.49,42,9,13721.16,2,2,2,222,At-Risk
C0139,2025-12-23,2025-02-03,16,47025.19,2939.074375,9,27,12.5,8,323,0,35268.89,5.0,15086.66,8,16,47025.19,3,4,3,343,High-Value
C0140,2025-11-30,2025-02-19,7,12389.19,1769.8842857142859,5,11,12.857142857142858,31,284,0,5162.16,3.0,5927.65,31,7,12389.19,2,1,1,211,At-Risk
C0141,2025-09-18,2025-02-21,9,14467.56,1607.5066666666667,6,14,14.444444444444445,104,209,1,7233.78,0.0,0.0,104,9,14467.56,1,2,2,122,At-Risk
C0142,2025-12-27,2025-02-16,20,58720.85,2936.0425,9,37,11.25,4,314,0,44040.64,8.0,22212.45,4,20,58720.85,4,4,4,444,High-Value
C0143,2025-12-17,2025-04-28,18,52146.81,2897.045,8,28,14.166666666666666,14,233,0,34764.54,3.0,8217.310000000001,14,18,52146.81,3,4,3,343,High-Value
C0144,2025-12-08,2025-02-03,16,40387.67,2524.229375,10,27,11.5625,23,308,0,33656.39,5.0,10676.28,23,16,40387.67,2,4,3,243,Low-Engagement
C0145,2025-12-27,2025-04-05,21,64445.06,3068.812380952381,8,34,13.333333333333334,4,266,0,42963.37,6.0,20332.8,4,21,64445.06,4,4,4,444,High-Value
C0146,2025-12-29,2025-01-30,16,83609.22,5225.57625,11,31,8.75,2,333,0,76641.78,5.0,21109.52,2,16,83609.22,4,3,4,434,High-Value
C0147,2025-11-10,2025-03-30,9,12422.28,1380.2533333333333,7,17,14.444444444444445,51,225,0,7246.33,2.0,2752.78,51,9,12422.28,1,2,1,121,At-Risk
C0148,2025-12-03,2025-06-21,5,4343.35,868.6700000000001,3,10,12.0,28,165,0,1085.84,4.0,3774.29,28,5,4343.35,2,1,1,211,At-Risk
C0149,2025-12-09,2025-02-02,15,84282.89,5618.859333333333,9,28,9.666666666666666,22,310,0,63212.17,5.0,28303.55,22,15,84282.89,2,3,4,234,Low-Engagement
C0150,2025-11-18,2025-04-05,10,22742.14,2274.214,7,20,12.0,43,227,0,13266.25,3.0,7524.92,43,10,22742.14,2,2,2,222,At-Risk
C0151,2025-11-17,2025-02-15,11,20575.61,1870.51,8,19,14.545454545454545,44,275,0,13717.07,2.0,5525.77,44,11,20575.61,1,2,2,122,At-Risk
C0152,2025-11-28,2025-04-05,13,37448.24,2880.633846153846,8,22,10.384615384615385,33,237,0,24965.49,3.0,6657.8099999999995,33,13,37448.24,2,3,3,233,Low-Engagement
C0153,2025-12-31,2025-02-19,28,155107.22,5539.543571428571,11,52,8.214285714285714,0,315,0,142181.62,9.0,51605.869999999995,0,28,155107.22,4,4,4,444,High-Value
C0154,2025-09-12,2025-03-06,7,17699.55,2528.5071428571428,5,11,9.285714285714286,110,190,1,7374.81,0.0,0.0,110,7,17699.55,1,1,2,112,At-Risk
C0155,2025-07-21,2025-02-21,8,17148.27,2143.53375,4,12,11.25,163,150,1,5716.09,0.0,0.0,163,8,17148.27,1,2,2,122,At-Risk
C0156,2025-12-07,2025-04-29,21,57598.37,2742.779523809524,9,37,9.047619047619047,24,222,0,43198.78,5.0,15130.44,24,21,57598.37,2,4,4,244,Low-Engagement
C0157,2025-12-11,2025-06-10,11,21388.04,1944.3672727272728,6,18,10.454545454545455,20,184,0,10694.02,4.0,9645.69,20,11,21388.04,3,2,2,322,Repeat
C0158,2025-09-19,2025-05-06,7,13247.26,1892.4657142857143,4,10,7.857142857142857,103,136,1,4415.75,0.0,0.0,103,7,13247.26,1,1,2,112,At-Risk
